,SNo,Date,StartupName,IndustryVertical,SubVertical,City,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,month,yearmonth,CleanedInvestmentType,CleanedAmount
670,672,19/07/2017,Playablo,Technology,Gamified Learning App,Bangalore,ABI-Showatech (India) Ltd,Seed Funding,"600,000",nan,2017,7,201707,Other,600000.0
671,673,20/07/2017,Trupay,Technology,Online payments platform,Gurgaon,"Kae Capital, M&S Partners,",Seed Funding,"700,000",nan,2017,7,201707,Other,700000.0
672,674,21/07/2017,Brick2Wall,E-Commerce,Online Marketplace for Construction Material,Gurgaon,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,"200,000",nan,2017,7,201707,Other,200000.0
673,675,21/07/2017,FableStreet,E-Commerce,Women Work wear etailer,New Delhi,"Harmeet Bajaj, Pameela P, Fusiontech Ventures & Others",Seed Funding,nan,nan,2017,7,201707,Other,
674,676,21/07/2017,Monsoon Fintech,Technology,Machine Learning Access platform,New Delhi,"Sunil Kalra, Aditya Singh, Rishi Srivastava, Rajan Anandan",Seed Funding,nan,nan,2017,7,201707,Other,
675,677,21/07/2017,MonkeyBox,Consumer Internet,Healthy Food Delivery Platform,Bangalore,"Blume Ventures, NB Ventures, Nspira",Seed Funding,nan,nan,2017,7,201707,Other,
676,678,25/07/2017,Noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,Bangalore,"Stellaris Venture Partners,",Private Equity,"1,200,000",nan,2017,7,201707,Other,1200000.0
677,679,25/07/2017,Byju\\xe2\\x80\\x99s,Consumer Internet,Mobile Learning App,Bangalore,Tencent Holdings,Private Equity,"35,000,000",nan,2017,7,201707,Other,35000000.0
678,680,26/07/2017,Creator\\xe2\\x80\\x99s Gurukul,Others,Co-Working Space Provider,New Delhi,Yuvraj Singh,Seed Funding,nan,nan,2017,7,201707,Other,
679,681,26/07/2017,Fab Hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,New Delhi,Goldman Sachs,Private Equity,"25,000,000",nan,2017,7,201707,Other,25000000.0
680,682,26/07/2017,ThinkerBell,Consumer Internet,Assisted Learning Startup,Bangalore,"Indian Angel Network, Anand Mahindra",Seed Funding,"200,000",nan,2017,7,201707,Other,200000.0
681,683,27/07/2017,1mg,E-Commerce,Online Pharmacy,Gurgaon,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Private Equity,"15,000,000",nan,2017,7,201707,Other,15000000.0
682,684,28/07/2017,Jhakaas,Consumer Internet,App-based Aggregator of Offline Businesses,Mumbai,Amen Dhyllon,Seed Funding,nan,nan,2017,7,201707,Other,
683,685,28/07/2017,BigStylist,Consumer Internet,Beauty Services Marketplace,Mumbai,Info Edge (India) Ltd,Private Equity,"1,250,000",nan,2017,7,201707,Other,1250000.0
684,686,28/07/2017,Gympik.com,Consumer Internet,online marketplace for discovering fitness centres,Bangalore,RoundGlass Partners,Seed Funding,nan,nan,2017,7,201707,Other,
685,688,01/06/2017,Tripeur,Technology,Mobile based travel ERP platform,Bangalore,"Grace Grace Techno Ventures LLP, Rajul Garg & Other undisclosed investors",Seed Funding,nan,nan,2017,6,201706,Other,
686,689,02/06/2017,RentOnGo,E-Commerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bangalore,TVS Motor Company,Seed Funding,"234,000",nan,2017,6,201706,Other,234000.0
687,690,05/06/2017,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,Emerging India,Private Equity,"50,000,000",nan,2017,6,201706,Other,50000000.0
688,691,05/06/2017,MaxMyWealth,Consumer Internet,Online Wealth Management & Savings platform,Mumbai,"lockchain ecosystem Global Advisors, Horseferry",Private Equity,nan,nan,2017,6,201706,Other,
689,692,06/06/2017,Spinny,E-Commerce,Online Used Car marketplace,Gurgaon,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,"1,000,000",nan,2017,6,201706,Other,1000000.0
690,693,06/06/2017,Healthbuds,Consumer Internet,Healthcare Discovery & booking platform,Kolkata,"Arun Patodia, Bharat Kedia",Seed Funding,nan,nan,2017,6,201706,Other,
691,694,06/06/2017,Ftcash,Consumer Internet,Mobile Payments platform,Mumbai,"500 Startups, IvyCap Ventures",Private Equity,nan,nan,2017,6,201706,Other,
692,695,06/06/2017,BHIVE Workspace,Consumer Internet,co-working spaces,Bangalore,Blume Ventures,Private Equity,"1,200,000",nan,2017,6,201706,Other,1200000.0
693,696,06/06/2017,wayForward,Consumer Internet,Mobile app for Mental Health,New Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,"1,000,000",nan,2017,6,201706,Other,1000000.0
694,697,06/06/2017,GyanDhan,Consumer Internet,Education Marketplace,New Delhi,Sundaram Finance Holdings,Private Equity,nan,nan,2017,6,201706,Other,
695,698,06/06/2017,Hungry Foal,Consumer Internet,For profit Social Venture,Gurgaon,SBI (Stand Up India Scheme),Private Equity,nan,nan,2017,6,201706,Other,
696,699,07/06/2017,ZipLoan,Consumer Internet,Online lending platform,New Delhi,WaterBridge Ventures,Seed Funding,"650,000",nan,2017,6,201706,Other,650000.0
697,700,07/06/2017,GrowFitter,Consumer Internet,health and fitness discovery platform,Mumbai,SQue Capital,Seed Funding,"600,000",nan,2017,6,201706,Other,600000.0
698,701,08/06/2017,Stratfit,Consumer Internet,Health coaching programs,Hyderabad,Bodhtree Consulting Limited,Seed Funding,"232,000",nan,2017,6,201706,Other,232000.0
699,702,08/06/2017,Multiplier Solutions,Technology,CRM Software for Healthcare space,Hyderabad,Norwest Venture Partners,Private Equity,"1,500,000",nan,2017,6,201706,Other,1500000.0
700,703,08/06/2017,ABI Health,Technology,Unified Digital Health Platform,Bangalore,Norwest Venture Partners,Private Equity,"1,500,000",nan,2017,6,201706,Other,1500000.0
701,704,08/06/2017,Stockal,Consumer Internet,App-based Investment advisory Services,Bangalore,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,"350,000",nan,2017,6,201706,Other,350000.0
702,705,09/06/2017,Guidoo,Consumer Internet,Travel & adventure planning platform,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,"300,000",nan,2017,6,201706,Other,300000.0
703,706,09/06/2017,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,"250,000",nan,2017,6,201706,Other,250000.0
704,707,12/06/2017,Loanmeet,Consumer Internet,Online peer-to-peer lending platform,Bangalore,"Cao Yibin, Huang Wei, Madhusudan E,",Seed Funding,nan,nan,2017,6,201706,Other,
705,708,12/06/2017,LendingKart,Consumer Internet,Online Lending platform,Ahmedabad,Yes Bank,Debt Funding,"7,800,000",nan,2017,6,201706,Other,7800000.0
706,709,12/06/2017,Boxx.ai,Technology,Artificial Intelligence,Bangalore,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,"500,000",nan,2017,6,201706,Other,500000.0
707,710,12/06/2017,PeeSafe.in,Healthcare,Hygiene care product manufacturer,New Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,"1,000,000",nan,2017,6,201706,Other,1000000.0
708,711,12/06/2017,Vista Rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,"776,000",nan,2017,6,201706,Other,776000.0
709,712,12/06/2017,CoverFox,Consumer Internet,Online insurance brokerage platform,Mumbai,Transamerica,Private Equity,"15,000,000",nan,2017,6,201706,Other,15000000.0
710,713,13/06/2017,HyperTrack,Technology,Location tracking solutions,New Delhi,"Nexus Venture Partners, Founders Fund",Private Equity,nan,nan,2017,6,201706,Other,
711,714,13/06/2017,Goodera,Technology,CSR and sustainability management platform,Bangalore,"Nexus Venture Partners, Omidyar Network",Private Equity,"5,500,000",nan,2017,6,201706,Other,5500000.0
712,715,13/06/2017,Digit,Technology,Tech driven Insurance platform,Bangalore,Fairfax Holdings,Private Equity,nan,nan,2017,6,201706,Other,
713,716,14/06/2017,Ola,Consumer Internet,Cab Aggregation App,Bangalore,Tekne Capital Management LLC,Private Equity,"50,000,000",nan,2017,6,201706,Other,50000000.0
714,717,14/06/2017,Vanitycask,Consumer Internet,Beauty products discovery platform,Mumbai,RB Investments,Seed Funding,nan,nan,2017,6,201706,Other,
715,718,14/06/2017,MrNeeds,Consumer Internet,Micro Food Delivery platform,Noida,undisclosed investors,Seed Funding,"500,000",nan,2017,6,201706,Other,500000.0
716,719,15/06/2017,MoneyTap,Consumer Internet,Money Lending platform,Bangalore,"Sequoia India, NEA, Prime Venture Partners",Private Equity,"12,300,000",nan,2017,6,201706,Other,12300000.0
717,720,16/06/2017,Goodbox,E-Commerce,Mobile SAAS ECommerce platform for SMEs,Bangalore,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,"1,000,000",nan,2017,6,201706,Other,1000000.0
718,721,16/06/2017,Fincash,Consumer Internet,Personal Finance platform,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,"100,000",nan,2017,6,201706,Other,100000.0
719,722,16/06/2017,PortDesk,Technology,Maritime Solutions,Noida,Alphard Maritime Group,Seed Funding,"2,000,000",nan,2017,6,201706,Other,2000000.0
720,723,16/06/2017,EdgeFx,E-Commerce,DIY project Kits seller,Hyderabad,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",Seed Funding,nan,nan,2017,6,201706,Other,
721,724,16/06/2017,EazyDiner,Consumer Internet,Online Restaurant Reservation Platform,Gurgaon,YouWeCan Ventures,Seed Funding,nan,nan,2017,6,201706,Other,
722,725,16/06/2017,HealthIntel,Healthcare,Online Pharmacy,New Delhi,BLIP Initiatives,Seed Funding,nan,nan,2017,6,201706,Other,
723,726,19/06/2017,Unbxd,Technology,Cloud-based product discovery platform,Bangalore,Eight Roads Ventures,Private Equity,"12,500,000",nan,2017,6,201706,Other,12500000.0
724,727,19/06/2017,DarwinBox,Technology,Enterprise human resources management platform,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity,"4,000,000",nan,2017,6,201706,Other,4000000.0
725,728,20/06/2017,ForeverShop,Consumer Internet,Mobile based ecommerce platform,Bangalore,91maker.com,Seed Funding,"300,000",nan,2017,6,201706,Other,300000.0
726,729,20/06/2017,Insider.in,Consumer Internet,Events Ticketing platform,Mumbai,Paytm,Private Equity,"5,200,000",nan,2017,6,201706,Other,5200000.0
727,730,21/06/2017,Fynd,E-Commerce,Fashion etailer,Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private Equity,"2,400,000",nan,2017,6,201706,Other,2400000.0
728,731,21/06/2017,Grow Fit,Consumer Internet,Health-Tech platform,Bangalore,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,"4,500,000",nan,2017,6,201706,Other,4500000.0
729,732,21/06/2017,Fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,iBhubs,Seed Funding,"215,000",nan,2017,6,201706,Other,215000.0
730,733,21/06/2017,mSwipe,Technology,Point-of-Sale services,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,"31,000,000",nan,2017,6,201706,Other,31000000.0
731,734,21/06/2017,OneAssist,Consumer Internet,Credit card fraud protection,Mumbai,Sequoia Capital,Private Equity,nan,nan,2017,6,201706,Other,
732,735,22/06/2017,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bangalore,"General Catalyst, Founder Collective",Private Equity,"4,600,000",nan,2017,6,201706,Other,4600000.0
733,736,22/06/2017,Kissht,Consumer Internet,Consumer Lending platform,Mumbai,"Endiya Partners, Ventureast",Private Equity,"2,000,000",nan,2017,6,201706,Other,2000000.0
734,737,22/06/2017,Explore Life traveling,Consumer Internet,Local homes booking platform,Bangalore,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,"500,000",nan,2017,6,201706,Other,500000.0
735,738,23/06/2017,Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,"4,000,000",nan,2017,6,201706,Other,4000000.0
736,739,23/06/2017,Voxweb,Consumer Internet,Mobile based social networking platform,Mumbai,Undisclosed investors,Seed Funding,"1,000,000",nan,2017,6,201706,Other,1000000.0
737,740,26/06/2017,HUG Innovations,Technology,Gesture based Smartwatch manufacturer,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,"5,000,000",nan,2017,6,201706,Other,5000000.0
738,741,26/06/2017,Flipkart,E-Commerce,Online marketplace,Bangalore,Naspers,Private Equity,"71,000,000",nan,2017,6,201706,Other,71000000.0
739,742,26/06/2017,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,"Seedfund, RB International",Private Equity,"4,000,000",nan,2017,6,201706,Other,4000000.0
740,743,27/06/2017,Stashfin,Consumer Internet,Personal Finance App,New Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,"5,000,000",nan,2017,6,201706,Other,5000000.0
741,744,27/06/2017,Formcept,Consumer Internet,Unified Data Analysis platform,Bangalore,Gujarat Venture Finance Ltd,Private Equity,nan,nan,2017,6,201706,Other,
742,745,27/06/2017,Spares Hub,E-Commerce,Automobile parts marketplace,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,"311,000",nan,2017,6,201706,Other,311000.0
743,746,28/06/2017,FiTraQ,Consumer Internet,Fitness Centre Discovery Platform,New Delhi,"Aparup Sengupta, Devendra Reddy,",Seed Funding,nan,nan,2017,6,201706,Other,
744,747,28/06/2017,Rubique,Consumer Internet,Online Marketplace for financial products,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,"3,000,000",nan,2017,6,201706,Other,3000000.0
745,748,28/06/2017,Niki.ai,Consumer Internet,AI Based Personal Assistant,Bangalore,"SAP.iO, Unilazer Ventures",Private Equity,"2,000,000",nan,2017,6,201706,Other,2000000.0
746,749,29/06/2017,Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,"1,000,000",nan,2017,6,201706,Other,1000000.0
747,750,29/06/2017,ZingHR,Technology,"digital employee solutions,",Mumbai,Zeta,Private Equity,nan,nan,2017,6,201706,Other,
748,751,30/06/2017,Tagos Design,Technology,in-video discovery platform,Bangalore,Undisclosed Investors,Private Equity,"5,000,000",nan,2017,6,201706,Other,5000000.0
749,752,30/06/2017,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,"21,000,000",nan,2017,6,201706,Other,21000000.0
750,754,01/05/2017,Ace2three,Consumer Internet,Online Rummy playing Website,Hyderabad,Clairvest Group,Private Equity,"73,700,000",nan,2017,5,201705,Other,73700000.0
751,755,01/05/2017,Power2SME,E-Commerce,Buying portal for SMEs,Gurgaon,International Finance Corporation,Private Equity,"10,000,000",nan,2017,5,201705,Other,10000000.0
752,756,02/05/2017,Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad,Hyderabad Angels,Seed Funding,"1,500,000",nan,2017,5,201705,Other,1500000.0
753,757,02/05/2017,4tigo,Logistics,Truck Network company,Bangalore,"Accel Partners, Nandan Nilekani,",Private Equity,"10,000,000",nan,2017,5,201705,Other,10000000.0
754,758,02/05/2017,SMECorner,Consumer Internet,Online Platform for small business loans,Mumbai,Dutch government fund,Private Equity,nan,nan,2017,5,201705,Other,
755,759,02/05/2017,ZippServe,Consumer Internet,Real estate risk assessment platform,Bangalore,undisclosed investors,Seed Funding,"390,000",nan,2017,5,201705,Other,390000.0
756,760,03/05/2017,Ola,Consumer Internet,Cab Aggregation App,Bangalore,"Falcon Edge Capital, Capital Advisers",Private Equity,"104,500,000",nan,2017,5,201705,Other,104500000.0
757,761,03/05/2017,Sumeru,Technology,Software & Mobile development services,Bangalore,undisclosed investors,Seed Funding,"1,000,000",nan,2017,5,201705,Other,1000000.0
758,762,04/05/2017,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,"Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners",Private Equity,nan,nan,2017,5,201705,Other,
759,763,05/05/2017,HealthMir,Consumer Internet,AI-based health content platform,New Delhi,Nimit Panigrahi,Seed Funding,nan,nan,2017,5,201705,Other,
760,764,05/05/2017,Uactive,Consumer Internet,Health-based social networking & discovery App,Mumbai,Hinduja family,Seed Funding,nan,nan,2017,5,201705,Other,
761,765,05/05/2017,i-lend,Consumer Internet,Peer-to-peer lending platform,Hyderabad,50K Ventures,Seed Funding,nan,nan,2017,5,201705,Other,
762,766,05/05/2017,Good Methods Global,Technology,Cloud Based Practice Management Software,Trivandrum,Accel Partners,Private Equity,nan,nan,2017,5,201705,Other,
763,767,05/05/2017,Balance App,Consumer Internet,Money Savings & Management App,Bangalore,Rainmatter,Seed Funding,"233,000",nan,2017,5,201705,Other,233000.0
764,768,08/05/2017,YepMe,E-Commerce,Private Label Fashion etailer,Gurgaon,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity,"700,000",nan,2017,5,201705,Other,700000.0
765,769,08/05/2017,Nightstay,Consumer Internet,Last minute hotel booking mobile app,New Delhi,"Indian Angels Network, LetsVenture",Seed Funding,nan,nan,2017,5,201705,Other,
766,770,08/05/2017,Devourin,Technology,Restaurant Automation Solution,Pune,Deepak Nathani,Seed Funding,nan,nan,2017,5,201705,Other,
767,771,08/05/2017,MyGreens,Food & Beverage,Cold-press Juices manufacturer,New Delhi,"Ajay Relan, LetsVenture",Seed Funding,"1,000,000",nan,2017,5,201705,Other,1000000.0
768,772,08/05/2017,Ace Turtle,Technology,Omni-Channel Platform,Bangalore,"Vertex Ventures, C31 Ventures",Private Equity,"5,000,000",nan,2017,5,201705,Other,5000000.0
769,773,08/05/2017,CureFit,Technology,Health-Tech Platform,Bangalore,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private Equity,"3,200,000",nan,2017,5,201705,Other,3200000.0
770,774,09/05/2017,Curie Labs,Technology,Energy Analytics startup,New Delhi,Satoshi Studios,Seed Funding,"50,000",nan,2017,5,201705,Other,50000.0
771,775,09/05/2017,Uncanny Vision,Technology,Computer Vision on Embedded Systems,Bangalore,Anand Chandrasekaran,Seed Funding,nan,nan,2017,5,201705,Other,
772,776,09/05/2017,Anchanto,Technology,Ecommerce Fulfilment and Technology Platform,Pune,Luxasia Group,Private Equity,nan,nan,2017,5,201705,Other,
773,777,09/05/2017,Sequretek,Technology,IT Security & Data Management Services,Mumbai,"GVFL, Unicorn India Ventures",Private Equity,nan,nan,2017,5,201705,Other,
774,778,10/05/2017,Lucideus,Technology,Cyber Security Startup,New Delhi,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan, Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",Seed Funding,nan,nan,2017,5,201705,Other,
775,779,10/05/2017,Vidooly,Consumer Internet,Video Intelligence platform,Noida,"Times Internet, GVFL",Private Equity,"1,400,000",nan,2017,5,201705,Other,1400000.0
